C C
C1=CC=C2C(=C1)[NH]C1=CC=CC=C12 C1=CC=C2C(=C1)[NH]C1=CC=[CH:1]C=C12
C1=CC=C2C(=C1)[NH]C1=CC=CC=C12 C1=CC=C2C(=C1)[NH]C1=C[CH:1]=CC=C12
C1=CC=C2C(=C1)[NH]C1=CC=CC=C12 C1=C[CH:2]=C2C(=C1)C1=CC=[CH:1][CH:2]=C1[NH:2]2
C1=CC=C2C(=C1)[NH]C1=CC=CC=C12 C1=C[CH:2]=C2C(=[CH:2]1)C1=[CH:2]C=[CH:1][CH:2]=C1[NH:2]2
C1=CC=C2C(=C1)[NH]C1=CC=CC=C12 C1=C[CH:2]=C2C3=[CH:2]C=[CH:1]C=C3[NH:2]C2=C1
C1=CC=C2C(=C1)[NH]C1=CC=CC=C12 C1=[CH:2][CH:2]=C2C3=[CH:2][CH:2]=[CH:1][CH:2]=C3[NH:2]C2=[CH:2]1
C1=CC=C2C=CC=CC2=C1 C1=C2C=[CH:2][CH:1]=CC2=C[CH:2]=C1
C1=CC=C2C=CC=CC2=C1 C1=CC2=CC=[CH:1]C=C2C=C1
C1=CC=C2C=CC=CC2=C1 C1=CC=C2C=[CH:1]C=CC2=C1
C1=CC=C2C=CC=CC2=C1 C1=C[CH:2]=CC2=CC=[CH:1]C=C12
C1=CC=C2CNCC2=C1 C1=CC=C2C[NH:1]CC2=C1
C1=CC=C2CNCC2=C1 C1=C[CH:2]=C2C(=C1)[CH2:2][NH:1][CH2:2]2
C1=CC=C2CNCC2=C1 C1=C[CH:2]=C2C[NH:1]CC2=C1
C1=CC=C2N=C3C4=CC=CC=C4C4=CC=CC=C4C3=NC2=C1 C1=CC=C2C(=C1)C1=CC=CC=C1C1=NC3=C[CH:1]=CC=C3N=C21
C1=CC=C2N=C3C4=CC=CC=C4C4=CC=CC=C4C3=NC2=C1 C1=CC=C2C(=C1)C1=CC=CC=C1C1=NC3=[CH:1]C=CC=C3N=C21
C1=CC=C2N=C3C4=CC=CC=C4C4=CC=CC=C4C3=NC2=C1 C1=CC=C2C(=C1)C1=CC=CC=C1C1=NC3=[CH:2]C=C[CH:1]=C3N=C21
C1=CC=C2N=C3C4=CC=CC=C4C4=CC=CC=C4C3=NC2=C1 C1=CC=C2C(=C1)C1=CC=CC=C1C1=NC3=[CH:2]C=[CH:1]C=C3N=C21
C1=CC=C2N=C3C4=CC=CC=C4C4=CC=CC=C4C3=NC2=C1 C1=CC=C2C(=C1)C1=C[CH:1]=CC=C1C1=NC3=[CH:2]C=C[CH:2]=C3N=C21
C1=CC=C2N=C3C4=CC=CC=C4C4=CC=CC=C4C3=NC2=C1 C1=CC=C2N=C3C4=CC=[CH:1]C=C4C4=CC=CC=C4C3=NC2=C1
C1=CC=C2N=C3C4=CC=CN=C4C4=NC=CC=C4C3=NC2=C1 C1=CC=C2N=C3C4=C[CH:1]=CN=C4C4=NC=CC=C4C3=NC2=C1
C1=CC=C2N=C3C4=CC=CN=C4C4=NC=CC=C4C3=NC2=C1 C1=CN=C2C(=C1)C1=NC3=CC=C[CH:1]=C3N=C1C1=CC=CN=C12
C1=CC=C2N=C3C4=CC=CN=C4C4=NC=CC=C4C3=NC2=C1 C1=CN=C2C(=C1)C1=NC3=CC=[CH:1]C=C3N=C1C1=CC=CN=C12
C1=CC=C2N=C3C4=CC=CN=C4C4=NC=CC=C4C3=NC2=C1 C1=CN=C2C(=C1)C1=NC3=C[CH:1]=C[CH:2]=C3N=C1C1=CC=CN=C12
C1=CC=C2N=C3C4=CC=CN=C4C4=NC=CC=C4C3=NC2=C1 C1=CN=C2C(=C1)C1=NC3=[CH:1]C=C[CH:2]=C3N=C1C1=CC=CN=C12
C1=CC=C2N=C3C4=CC=CN=C4C4=NC=CC=C4C3=NC2=C1 C1=CN=C2C(=C1)C1=NC3=[CH:2]C=C[CH:2]=C3N=C1C1=C[CH:1]=CN=C12
C1=CC=C2SC=NC2=C1 C1=CC=C2S[CH:1]=NC2=C1
C1=CC=CC=C1 C1=CC=[CH:1]C=C1
C1=CC=CC=C1 C1=CC=[CH:1][CH:1]=C1
C1=CC=CC=C1 C1=CC=[CH:2][CH:1]=C1
C1=CC=CC=C1 C1=C[CH:2]=C[CH:1]=C1
C1=CC=CC=C1 C1=C[CH:2]=[CH:1][CH:1]=C1
C1=CC=CC=C1 C1=C[CH:2]=[CH:1][CH:1]=[CH:2]1
C1=CC=CC=C1 C1=C[CH:2]=[CH:1][CH:2]=C1
C1=CC=CC=C1 C1=C[CH:2]=[CH:2][CH:1]=C1
C1=CC=CC=C1 C1=C[CH:2]=[CH:2][CH:1]=[CH:2]1
C1=CC=CC=C1 C1=C[CH:2]=[CH:2][CH:2]=[CH:1]1
C1=CC=CC=C1 C1=[CH:1]C=C[CH:2]=C1
C1=CC=CC=C1 C1=[CH:1]C=[CH:2]C=[CH:2]1
C1=CC=CC=C1 C1=[CH:1]C=[CH:2][CH:2]=C1
C1=CC=CC=C1 C1=[CH:1]C=[CH:2][CH:2]=[CH:2]1
C1=CC=CC=C1 C1=[CH:1][CH:1]=C[CH:2]=C1
C1=CC=CC=C1 C1=[CH:1][CH:1]=C[CH:2]=[CH:2]1
C1=CC=CC=C1 C1=[CH:1][CH:1]=[CH:2]C=[CH:2]1
C1=CC=CC=C1 C1=[CH:1][CH:1]=[CH:2][CH:2]=C1
C1=CC=CC=C1 C1=[CH:1][CH:1]=[CH:2][CH:2]=[CH:2]1
C1=CC=CC=C1 C1=[CH:1][CH:2]=C[CH:2]=[CH:2]1
C1=CC=CC=C1 C1=[CH:1][CH:2]=[CH:2]C=[CH:2]1
C1=CC=CC=C1 C1=[CH:1][CH:2]=[CH:2][CH:2]=C1
C1=CC=CC=C1 C1=[CH:1][CH:2]=[CH:2][CH:2]=[CH:2]1
C1=CC=CC=C1 C1=[CH:2]C=[CH:1][CH:2]=C1
C1=CC=CC=C1 C1=[CH:2][CH:1]=[CH:2][CH:2]=C1
C1=CC=CC=C1 C1=[CH:2][CH:1]=[CH:2][CH:2]=[CH:2]1
C1=CC=CC=C1 C1=[CH:2][CH:2]=[CH:1][CH:1]=[CH:2]1
C1=CC=CC=C1 C1=[CH:2][CH:2]=[CH:1][CH:2]=[CH:2]1
C1=CC=CC=C1 C1=[CH:2][CH:2]=[CH:2][CH:1]=[CH:1]1
C1=CC=CC=C1 C1=[CH:2][CH:2]=[CH:2][CH:1]=[CH:2]1
C1=CC=CC=C1 [CH:1]1=[CH:1][CH:2]=[CH:2][CH:2]=[CH:2]1
C1=CC=CC=C1 [CH:1]1=[CH:2][CH:2]=[CH:2][CH:2]=[CH:1]1
C1=CC=CC=C1 [CH:1]1=[CH:2][CH:2]=[CH:2][CH:2]=[CH:2]1
C1=CC=CNCCCSCCCCCC=CNCCC=C1 C1=CC=CNCCCSCC[CH2:1]CCC=CNCCC=C1
C1=CC=CNCCCSCCCCCC=CNCCC=C1 [CH2:1]1[CH2:2][CH2:2][CH:2]=[CH:2][NH:2][CH2:2][CH2:2][CH:2]=[CH:2][CH:2]=[CH:2][CH:2]=[CH:2][NH:2][CH2:2][CH2:2][CH2:2][S:2][CH2:2][CH2:2]1
C1=CC=NC=C1 C1=CN=C[CH:1]=C1
C1=CC=NC=C1 C1=CN=[CH:1]C=C1
C1=CC=NC=C1 C1=CN=[CH:1][CH:1]=C1
C1=CC=NC=C1 C1=C[CH:1]=CC=N1
C1=CC=NC=C1 C1=C[CH:1]=CN=C1
C1=CC=NC=C1 C1=C[CH:1]=[CH:1][CH:2]=N1
C1=CC=NC=C1 C1=NC=C[CH:1]=C1
C1=CC=NC=C1 C1=N[CH:2]=[CH:1][CH:1]=C1
C1=CCC=C1 C1=CC[CH:1]=C1
C1=CCC=C1 C1=C[CH2:1]C=C1
C1=CCC=C1 C1=C[CH:1]=CC1
C1=CCC=C1 C1=[CH:1]C[CH:2]=C1
C1=CCC=C1 C1=[CH:1][CH:1]=C[CH2:2]1
C1=CCC=C1 C1=[CH:1][CH:1]=[CH:2][CH2:2]1
C1=CCC=C1 C1=[CH:2][CH:2]=C[CH2:1]1
C1=CCC=C1 C1=[CH:2][CH:2]=[CH:1][CH2:2]1
C1=CCC=C1 C1=[CH:2][CH:2]=[CH:2][CH2:1]1
C1=CCC=C1 [CH2:1]1[CH:2]=[CH:2][CH:2]=[CH:2]1
C1=CCC=C1 [CH:1]1=[CH:1][CH2:2][CH:2]=[CH:2]1
C1=CCC=C1 [CH:1]1=[CH:2][CH2:2][CH:2]=[CH:1]1
C1=CCC=C1 [CH:1]1=[CH:2][CH2:2][CH:2]=[CH:2]1
C1=CCC=C1 [CH:1]1=[CH:2][CH:2]=[CH:2][CH2:1]1
C1=CCC=C1 [CH:1]1=[CH:2][CH:2]=[CH:2][CH2:2]1
C1=CCC=CC1 C1=CC[CH:1]=CC1
C1=CCC=CC1 C1=CC[CH:1]=[CH:1]C1
C1=CCC=CC1 C1=C[CH2:1]C=CC1
C1=CCC=CC1 C1=C[CH2:1]C=[CH:2]C1
C1=CCC=CC1 C1=C[CH2:1][CH:1]=CC1
C1=CCC=CC1 C1=C[CH2:1][CH:1]=[CH:2]C1
C1=CCC=CC1 C1=C[CH2:2]C=[CH:1][CH2:1]1
C1=CCC=CC1 C1=C[CH2:2][CH:2]=C[CH2:1]1
C1=CCC=CC1 C1=[CH:1][CH2:2][CH:2]=[CH:2]C1
C1=CCC=CC1 C1=[CH:2]C[CH:2]=C[CH2:1]1
C1=CCC=CC1 C1=[CH:2][CH2:2][CH:2]=C[CH2:1]1
C1=CCC=CC1 C1=[CH:2][CH2:2][CH:2]=[CH:1]C1
C1=CCC=CC1 [CH2:1]1[CH:2]=[CH:2][CH2:2][CH:2]=[CH:2]1
C1=CCC=CC1 [CH:1]1=[CH:1][CH2:2][CH:2]=[CH:2][CH2:2]1
C1=CCC=CC1 [CH:1]1=[CH:2][CH2:2][CH:2]=[CH:2][CH2:1]1
C1=CCC=CC1 [CH:1]1=[CH:2][CH2:2][CH:2]=[CH:2][CH2:2]1
C1=CCCC1 C1=CC[CH2:1]C1
C1=CCCC1 C1=C[CH2:1]CC1
C1=CCCC1 C1=[CH:1]CCC1
C1=CCCC1 C1=[CH:1][CH2:1][CH2:2][CH2:2]1
C1=CCCC1 C1=[CH:2][CH2:2][CH2:1][CH2:2]1
C1=CCCC1 C1=[CH:2][CH2:2][CH2:2][CH2:1]1
C1=CCCC1 C1[CH2:1][CH2:2][CH:2]=[CH:2]1
C1=CCCC1 C1[CH2:1][CH:2]=[CH:2][CH2:2]1
C1=CCCC1 C1[CH:2]=[CH:1][CH2:1][CH2:2]1
C1=CCCC1 C1[CH:2]=[CH:2][CH2:1][CH2:2]1
C1=CCCC1 [CH2:1]1[CH2:1][CH2:2][CH:2]=[CH:2]1
C1=CCCC1 [CH2:1]1[CH2:2][CH:2]=[CH:2][CH2:2]1
C1=CCCC1 [CH2:1]1[CH:2]=[CH:2][CH2:2][CH2:2]1
C1=CCCC1 [CH:1]1=[CH:1][CH2:2][CH2:2][CH2:2]1
C1=CCCC1 [CH:1]1=[CH:2][CH2:2][CH2:2][CH2:1]1
C1=CCCC1 [CH:1]1=[CH:2][CH2:2][CH2:2][CH2:2]1
C1=CCCC=C1 C1=CCC[CH:1]=C1
C1=CCCC=C1 C1=CC[CH2:1]C=C1
C1=CCCC=C1 C1=CC[CH2:1][CH:1]=C1
C1=CCCC=C1 C1=C[CH2:1][CH2:1]C=C1
C1=CCCC=C1 C1=C[CH2:2]C[CH:1]=[CH:1]1
C1=CCCC=C1 C1=C[CH2:2][CH2:1][CH:1]=C1
C1=CCCC=C1 C1=C[CH2:2][CH2:1][CH:2]=C1
C1=CCCC=C1 C1=C[CH2:2][CH2:2]C=[CH:1]1
C1=CCCC=C1 C1=C[CH2:2][CH2:2][CH:1]=C1
C1=CCCC=C1 C1=C[CH2:2][CH2:2][CH:1]=[CH:1]1
C1=CCCC=C1 C1=C[CH2:2][CH2:2][CH:1]=[CH:2]1
C1=CCCC=C1 C1=C[CH2:2][CH2:2][CH:2]=[CH:1]1
C1=CCCC=C1 C1=C[CH:1]=CCC1
C1=CCCC=C1 C1=C[CH:1]=[CH:1]CC1
C1=CCCC=C1 C1=C[CH:2]=C[CH2:1][CH2:1]1
C1=CCCC=C1 C1=C[CH:2]=[CH:2]C[CH2:1]1
C1=CCCC=C1 C1=C[CH:2]=[CH:2][CH2:1][CH2:1]1
C1=CCCC=C1 C1=C[CH:2]=[CH:2][CH2:2][CH2:1]1
C1=CCCC=C1 C1=[CH:1]C=[CH:2]C[CH2:2]1
C1=CCCC=C1 C1=[CH:1]CC[CH:2]=[CH:2]1
C1=CCCC=C1 C1=[CH:1]C[CH2:2]C=[CH:2]1
C1=CCCC=C1 C1=[CH:1]C[CH2:2][CH:2]=C1
C1=CCCC=C1 C1=[CH:1][CH2:1]C[CH:2]=[CH:2]1
C1=CCCC=C1 C1=[CH:1][CH2:1][CH2:2][CH:2]=[CH:2]1
C1=CCCC=C1 C1=[CH:1][CH2:2][CH2:2]C=[CH:2]1
C1=CCCC=C1 C1=[CH:1][CH2:2][CH2:2][CH:2]=C1
C1=CCCC=C1 C1=[CH:1][CH2:2][CH2:2][CH:2]=[CH:2]1
C1=CCCC=C1 C1=[CH:1][CH:1]=C[CH2:2]C1
C1=CCCC=C1 C1=[CH:1][CH:1]=C[CH2:2][CH2:2]1
C1=CCCC=C1 C1=[CH:1][CH:2]=[CH:2]CC1
C1=CCCC=C1 C1=[CH:1][CH:2]=[CH:2][CH2:2][CH2:2]1
C1=CCCC=C1 C1=[CH:2]CC[CH:1]=[CH:1]1
C1=CCCC=C1 C1=[CH:2][CH2:1][CH2:1][CH:2]=C1
C1=CCCC=C1 C1=[CH:2][CH2:1][CH2:2][CH:2]=C1
C1=CCCC=C1 C1=[CH:2][CH2:1][CH2:2][CH:2]=[CH:2]1
C1=CCCC=C1 C1=[CH:2][CH2:2][CH2:1][CH:2]=[CH:2]1
C1=CCCC=C1 C1=[CH:2][CH2:2][CH2:2][CH:1]=[CH:1]1
C1=CCCC=C1 C1=[CH:2][CH2:2][CH2:2][CH:1]=[CH:2]1
C1=CCCC=C1 C1=[CH:2][CH2:2][CH2:2][CH:2]=[CH:1]1
C1=CCCC=C1 C1=[CH:2][CH:1]=[CH:1][CH2:2][CH2:2]1
C1=CCCC=C1 C1=[CH:2][CH:1]=[CH:2][CH2:2][CH2:2]1
C1=CCCC=C1 C1=[CH:2][CH:2]=C[CH2:1]C1
C1=CCCC=C1 C1=[CH:2][CH:2]=C[CH2:1][CH2:1]1
C1=CCCC=C1 C1=[CH:2][CH:2]=[CH:1][CH2:2][CH2:2]1
C1=CCCC=C1 C1=[CH:2][CH:2]=[CH:2][CH2:2][CH2:1]1
C1=CCCC=C1 [CH2:1]1[CH2:1][CH:2]=[CH:2][CH:2]=[CH:2]1
C1=CCCC=C1 [CH2:1]1[CH:2]=[CH:2][CH:2]=[CH:2][CH2:2]1
C1=CCCC=C1 [CH:1]1=[CH:1][CH2:2][CH2:2][CH:1]=[CH:1]1
C1=CCCC=C1 [CH:1]1=[CH:1][CH2:2][CH2:2][CH:2]=[CH:2]1
C1=CCCC=C1 [CH:1]1=[CH:2][CH2:2][CH2:2][CH:2]=[CH:1]1
C1=CCCC=C1 [CH:1]1=[CH:2][CH2:2][CH2:2][CH:2]=[CH:2]1
C1=CCCC=C1 [CH:1]1=[CH:2][CH:2]=[CH:2][CH2:2][CH2:1]1
C1=CCCC=C1 [CH:1]1=[CH:2][CH:2]=[CH:2][CH2:2][CH2:2]1
C1=CCCCC1 C1=CC[CH2:1]CC1
C1=CCCCC1 C1=C[CH2:1]CCC1
C1=CCCCC1 C1=C[CH2:1][CH2:1]CC1
C1=CCCCC1 C1=C[CH2:2][CH2:1][CH2:2]C1
C1=CCCCC1 C1=C[CH2:2][CH2:2][CH2:1][CH2:2]1
C1=CCCCC1 C1=[CH:1]CCCC1
C1=CCCCC1 C1=[CH:1][CH2:1]C[CH2:2][CH2:2]1
C1=CCCCC1 C1=[CH:1][CH2:2]C[CH2:2][CH2:2]1
C1=CCCCC1 C1=[CH:1][CH2:2][CH2:2][CH2:2][CH2:2]1
C1=CCCCC1 C1=[CH:2][CH2:1]C[CH2:2][CH2:2]1
C1=CCCCC1 C1=[CH:2][CH2:1][CH2:1][CH2:2][CH2:2]1
C1=CCCCC1 C1=[CH:2][CH2:1][CH2:2][CH2:2][CH2:2]1
C1=CCCCC1 C1=[CH:2][CH2:2]C[CH2:1][CH2:1]1
C1=CCCCC1 C1=[CH:2][CH2:2][CH2:1][CH2:2][CH2:2]1
C1=CCCCC1 C1=[CH:2][CH2:2][CH2:2][CH2:1][CH2:2]1
C1=CCCCC1 C1=[CH:2][CH2:2][CH2:2][CH2:2][CH2:1]1
C1=CCCCC1 C1[CH2:1][CH2:1]C[CH:2]=[CH:2]1
C1=CCCCC1 C1[CH:1]=[CH:1]C[CH2:2][CH2:2]1
C1=CCCCC1 C1[CH:1]=[CH:2]C[CH2:2][CH2:2]1
C1=CCCCC1 C1[CH:1]=[CH:2][CH2:2][CH2:2][CH2:2]1
C1=CCCCC1 [CH2:1]1[CH2:1][CH2:2][CH2:2][CH:2]=[CH:2]1
C1=CCCCC1 [CH2:1]1[CH2:2][CH:2]=[CH:2][CH2:2][CH2:2]1
C1=CCCCC1 [CH:1]1=[CH:1][CH2:2][CH2:2][CH2:2][CH2:2]1
C1=CCCCC1 [CH:1]1=[CH:2][CH2:2][CH2:2][CH2:2][CH2:1]1
C1=CCCCC1 [CH:1]1=[CH:2][CH2:2][CH2:2][CH2:2][CH2:2]1
C1=CCCCCCNCCCC=CCC=CCCNC=C1 C1=CC[CH2:1]CCCNCCCC=CCC=CCCNC=C1
C1=CCCCCCNCCCC=CCC=CCCNC=C1 [CH2:1]1[CH2:2][CH:2]=[CH:2][CH:2]=[CH:2][NH:2][CH2:2][CH2:2][CH:2]=[CH:2][CH2:2][CH:2]=[CH:2][CH2:2][CH2:2][CH2:2][NH:2][CH2:2][CH2:2][CH2:2]1
C1=CCCN=C1 C1=CC[CH2:1]N=C1
C1=CCCN=C1 C1=C[CH2:1]CN=C1
C1=CCCN=C1 C1=C[CH2:1][CH2:1]N=C1
C1=CCCNC=CCSCCCNC=CC[SH]=CCCC1 C1=CCCNC=CCSCC[CH2:1]NC=CC[SH]=CCCC1
C1=CCCNC=CCSCCCNC=CC[SH]=CCCC1 [CH2:1]1[CH2:2][CH2:2][S:2][CH2:2][CH:2]=[CH:2][NH:2][CH2:2][CH2:2][CH:2]=[CH:2][CH2:2][CH2:2][CH2:2][CH:2]=[SH:2][CH2:2][CH:2]=[CH:2][NH:2]1
C1=CCNC1 C1=CC[NH:1]C1
C1=CCNC1 C1=C[CH2:1]NC1
C1=CCNC1 C1=[CH:1]CNC1
C1=CCNC1 C1[CH:2]=[CH:2][CH2:1][NH:2]1
C1=CCNC1 C1[NH:1]C[CH:2]=[CH:2]1
C1=CCNC1 C1[NH:1][CH2:2][CH:2]=[CH:2]1
C1=CCNC1 N1[CH2:1][CH:2]=[CH:2][CH2:2]1
C1=CCNC1 [CH2:1]1[CH:2]=[CH:2][CH2:2][NH:2]1
C1=CCNC1 [CH:1]1=[CH:1][CH2:2][NH:2][CH2:2]1
C1=CCNC1 [CH:1]1=[CH:2][CH2:2][NH:2][CH2:1]1
C1=CCNC1 [CH:1]1=[CH:2][CH2:2][NH:2][CH2:2]1
C1=CCNC1 [NH:1]1[CH2:2][CH:2]=[CH:2][CH2:2]1
C1=CCNC=C1 C1=C[CH:1]=CCN1
C1=CCNC=C1 [CH:1]1=[CH:2][CH2:2][NH:2][CH:2]=[CH:2]1
C1=CCNCC1 C1=CC[CH2:1]NC1
C1=CCNCC1 C1=CC[NH:1]CC1
C1=CCNCC1 C1=C[CH2:1]CNC1
C1=CCNCC1 C1=C[CH2:1]NCC1
C1=CCNCC1 C1=[CH:1]CCNC1
C1=CCNCC1 [CH2:1]1[CH2:2][CH:2]=[CH:2][CH2:2][NH:2]1
C1=CCNCC1 [CH2:1]1[CH:2]=[CH:2][CH2:2][CH2:2][NH:2]1
C1=CCNCC1 [CH2:1]1[CH:2]=[CH:2][CH2:2][NH:2][CH2:2]1
C1=CCNCC1 [CH:1]1=[CH:2][CH2:2][NH:2][CH2:2][CH2:2]1
C1=CCNCC1 [NH:1]1[CH2:2][CH:2]=[CH:2][CH2:2][CH2:2]1
C1=CCOCC=C1 C1=CCOC[CH:1]=C1
C1=CCOCC=C1 C1=C[CH:1]=CCOC1
C1=CCOCC=C1 O1[CH2:2][CH:1]=[CH:1][CH:2]=[CH:2][CH2:2]1
C1=CCOCC=C1 O1[CH2:2][CH:1]=[CH:2][CH:2]=[CH:2][CH2:2]1
C1=CCOCC=C1 [CH:1]1=[CH:2][CH2:2][O:2][CH2:2][CH:2]=[CH:2]1
C1=CCOCC=C1 [CH:1]1=[CH:2][CH:2]=[CH:2][CH2:2][O:2][CH2:2]1
C1=CCOCCC1 C1=CC[CH2:1]COC1
C1=CCOCCC1 C1=[CH:1]CCCOC1
C1=CCOCCC1 C1=[CH:1]COCCC1
C1=CCOCCC1 C1O[CH2:2][CH2:2][CH2:2][CH:1]=[CH:1]1
C1=CCOCCC1 C1O[CH2:2][CH:1]=[CH:2][CH2:2][CH2:2]1
C1=CCOCCC1 O1[CH2:2][CH:1]=[CH:2][CH2:2][CH2:2][CH2:2]1
C1=CCOCCC1 [CH2:1]1[CH2:2][CH:2]=[CH:2][CH2:2][O:2][CH2:2]1
C1=CCOCCC1 [CH:1]1=[CH:2][CH2:2][CH2:2][CH2:2][O:2][CH2:2]1
C1=CCOCCC1 [CH:1]1=[CH:2][CH2:2][O:2][CH2:2][CH2:2][CH2:2]1
C1=CCOCNC1 C1=CC[NH:1]COC1
C1=CCOCNC1 C1=C[CH2:1]NCOC1
C1=CCOCNC1 C1=[CH:1]COCNC1
C1=CCOCNC1 C1O[CH2:2][CH:1]=[CH:2][CH2:2][NH:2]1
C1=CCOCNC1 C1O[CH2:2][CH:2]=[CH:2][CH2:1][NH:1]1
C1=CCONC=C1 C1=CCON[CH:1]=C1
C1=CCONC=C1 O1[CH2:2][CH:2]=[CH:2][CH:2]=[CH:1][NH:2]1
C1=CCONCC1 C1=CC[CH2:1]NOC1
C1=CCONCC1 C1=[CH:1]CONCC1
C1=CCONCC1 O1[CH2:2][CH:1]=[CH:2][CH2:2][CH2:2][NH:2]1
C1=CCONCC1 O1[CH2:2][CH:2]=[CH:2][CH2:2][CH2:1][NH:2]1
C1=CCSC1 C1=C[CH2:1]SC1
C1=CCSC1 C1=C[CH2:1][S:1][CH2:1]1
C1=CCSC1 C1=C[CH2:2]S[CH2:1]1
C1=CCSC1 C1=[CH:1]CSC1
C1=CCSC1 C1=[CH:1][CH2:1]S[CH2:2]1
C1=CCSC1 C1=[CH:1][CH2:2]S[CH2:2]1
C1=CCSC1 C1S[CH2:2][CH:1]=[CH:1]1
C1=CCSC1 S1[CH2:1][CH:2]=[CH:2][CH2:2]1
C1=CCSC1 S1[CH2:2][CH:1]=[CH:1][CH2:2]1
C1=CCSC1 S1[CH2:2][CH:1]=[CH:2][CH2:2]1
C1=CCSOC1 C1=[CH:1]COSC1
C1=CCSOC1 O1[CH2:2][CH:1]=[CH:2][CH2:2][S:2]1
C1=CC[SH]=C1 C1=C[CH2:1][SH:1]=[CH:1]1
C1=CC[SH]=C1 C1=C[CH2:1][SH]=C1
C1=CC[SH]=C1 C1=C[CH2:2][SH]=[CH:1]1
C1=CC[SH]=C1 C1=C[CH:1]=[SH]C1
C1=CC[SH]=C1 C1=[CH:1][CH2:1][SH]=[CH:2]1
C1=CC[SH]=C1 C1=[CH:1][CH2:2][SH]=[CH:2]1
C1=CC[SH]=C1 C1=[CH:1][CH:1]=[SH][CH2:2]1
C1=CC[SH]=C1 C1=[CH:1][CH:2]=[SH][CH2:2]1
C1=CC[SH]=C1 C1=[CH:2][CH2:2][SH]=[CH:1]1
C1=CC[SH]=C1 C1=[CH:2][CH:1]=[SH][CH2:2]1
C1=CC[SH]=C1 C1=[SH]CC=[CH:1]1
C1=CC[SH]=C1 C1=[SH]C[CH:1]=C1
C1=CC[SH]=C1 C1=[SH][CH2:1][CH:1]=C1
C1=CC[SH]=C1 [SH]1=[CH:1][CH:1]=[CH:2][CH2:2]1
C1=CC[SH]=C1 [SH]1=[CH:1][CH:2]=[CH:2][CH2:2]1
C1=CC[SH]=C1 [SH]1=[CH:2][CH:1]=[CH:1][CH2:2]1
C1=CC[SH]=C1 [SH]1=[CH:2][CH:1]=[CH:2][CH2:2]1
C1=CC[SH]=C1 [SH]1=[CH:2][CH:2]=[CH:1][CH2:1]1
C1=CC[SH]=C1 [SH]1=[CH:2][CH:2]=[CH:1][CH2:2]1
C1=CC[SH]=C1 [SH]1=[CH:2][CH:2]=[CH:2][CH2:1]1
C1=CC[SiH2]C1 C1=CC[SiH2:1]C1
C1=CC[SiH2]C1 C1=C[CH2:1][SiH2]C1
C1=CC[SiH2]C1 C1=[CH:1]C[SiH2]C1
C1=CC[SiH2]C1 [CH2:1]1[CH:2]=[CH:2][CH2:2][SiH2:2]1
C1=CC[SiH2]C1 [CH:1]1=[CH:1][CH2:2][SiH2:2][CH2:2]1
C1=CC[SiH2]C1 [CH:1]1=[CH:2][CH2:2][SiH2:2][CH2:2]1
C1=CC[SiH2]C1 [SiH2:1]1[CH2:2][CH:2]=[CH:2][CH2:2]1
C1=CN=CC=N1 C1=CN=[CH:1]C=N1
C1=CN=CC=N1 N1=[CH:1][CH:1]=N[CH:2]=[CH:2]1
C1=CN=CC=N1 N1=[CH:1][CH:2]=N[CH:2]=[CH:2]1
C1=CN=CCC1 C1=CN=[CH:1]CC1
C1=CN=CCC1 C1=C[CH2:2][CH2:2][CH:1]=N1
C1=CN=CCC1 C1=NC=[CH:1]CC1
C1=CN=CCC1 C1=NC=[CH:1][CH2:2][CH2:2]1
C1=CN=CCC1 C1=N[CH:1]=CCC1
C1=CN=CCC1 C1=N[CH:1]=[CH:1]CC1
C1=CN=CCC1 C1=[CH:1]N=[CH:2][CH2:2][CH2:2]1
C1=CN=CCC1 C1=[CH:1][CH2:2][CH2:2][CH:2]=N1
C1=CN=CCC1 C1=[CH:2]N=[CH:1][CH2:2][CH2:2]1
C1=CN=CCC1 C1=[CH:2][CH2:2][CH2:2][CH:1]=N1
C1=CNC=CC1 C1=C[CH2:1]C=CN1
C1=CNC=CC1 [CH2:1]1[CH:2]=[CH:2][NH:2][CH:2]=[CH:2]1
C1=CNC=CN1 C1=CN[CH:1]=CN1
C1=CNC=CN1 N1[CH:1]=[CH:1]N[CH:2]=[CH:2]1
C1=CNC=CN1 N1[CH:1]=[CH:2]N[CH:2]=[CH:2]1
C1=CNC=CN1 [CH:1]1=[CH:2][NH:2][CH:2]=[CH:2][NH:2]1
C1=CNCC1 C1=CN[CH2:1]C1
C1=CNCC1 C1=C[CH2:1]CN1
C1=CNCC1 C1=C[NH:1]CC1
C1=CNCC1 C1=[CH:1]CCN1
C1=CNCC1 C1=[CH:1]NCC1
C1=CNCC1 C1=[CH:2][NH:1][CH2:2][CH2:2]1
C1=CNCC1 [CH2:1]1[CH2:1][NH:2][CH:2]=[CH:2]1
C1=CNCC1 [CH2:1]1[CH2:2][CH:2]=[CH:2][NH:2]1
C1=CNCC1 [CH:1]1=[CH:1][NH:2][CH2:2][CH2:2]1
C1=CNCC1 [CH:1]1=[CH:2][CH2:2][CH2:2][NH:2]1
C1=CNCC1 [CH:1]1=[CH:2][NH:2][CH2:2][CH2:1]1
C1=CNCC1 [CH:1]1=[CH:2][NH:2][CH2:2][CH2:2]1
